-0.00025 1 0 1
0.00025 1 0 1
0.00075 1 0 1
0.00125 1 0 1
0.00175 1 0 1
0.00225 1 0 1
0.00275 1 0 1
0.00325 1 0 1
0.00375 1 0 1
0.00425 1 0 1
0.00475 1 0 1
0.00525 1 0 1
0.00575 1 0 1
0.00625 1 0 1
0.00675 1 0 1
0.00725 1 0 1
0.00775 1 0 1
0.00825 1 0 1
0.00875 1 0 1
0.00925 1 0 1
0.00975 1 0 1
0.01025 1 0 1
0.01075 1 0 1
0.01125 1 0 1
0.01175 1 0 1
0.01225 1 0 1
0.01275 1 0 1
0.01325 1 0 1
0.01375 1 0 1
0.01425 1 0 1
0.01475 1 0 1
0.01525 1 0 1
0.01575 1 0 1
0.01625 1 0 1
0.01675 1 0 1
0.01725 1 0 1
0.01775 1 0 1
0.01825 1 0 1
0.01875 1 0 1
0.01925 1 0 1
0.01975 1 0 1
0.02025 1 0 1
0.02075 1 0 1
0.02125 1 0 1
0.02175 1 0 1
0.02225 1 0 1
0.02275 1 0 1
0.02325 1 0 1
0.02375 1 0 1
0.02425 1 0 1
0.02475 1 0 1
0.02525 1 0 1
0.02575 1 0 1
0.02625 1 0 1
0.02675 1 0 1
0.02725 1 0 1
0.02775 1 0 1
0.02825 1 0 1
0.02875 1 0 1
0.02925 1 0 1
0.02975 1 0 1
0.03025 1 0 1
0.03075 1 0 1
0.03125 1 0 1
0.03175 1 0 1
0.03225 1 0 1
0.03275 1 0 1
0.03325 1 0 1
0.03375 1 0 1
0.03425 1 0 1
0.03475 1 0 1
0.03525 1 0 1
0.03575 1 0 1
0.03625 1 0 1
0.03675 1 0 1
0.03725 1 0 1
0.03775 1 0 1
0.03825 1 0 1
0.03875 1 0 1
0.03925 1 0 1
0.03975 1 0 1
0.04025 1 0 1
0.04075 1 0 1
0.04125 1 0 1
0.04175 1 0 1
0.04225 1 0 1
0.04275 1 0 1
0.04325 1 0 1
0.04375 1 0 1
0.04425 1 0 1
0.04475 1 0 1
0.04525 1 0 1
0.04575 1 0 1
0.04625 1 0 1
0.04675 1 0 1
0.04725 1 0 1
0.04775 1 0 1
0.04825 1 0 1
0.04875 1 0 1
0.04925 1 0 1
0.04975 1 0 1
0.05025 1 0 1
0.05075 1 0 1
0.05125 1 0 1
0.05175 1 0 1
0.05225 1 0 1
0.05275 1 0 1
0.05325 1 0 1
0.05375 1 0 1
0.05425 1 0 1
0.05475 1 0 1
0.05525 1 0 1
0.05575 1 0 1
0.05625 1 0 1
0.05675 1 0 1
0.05725 1 0 1
0.05775 1 0 1
0.05825 1 0 1
0.05875 1 0 1
0.05925 1 0 1
0.05975 1 0 1
0.06025 1 0 1
0.06075 1 0 1
0.06125 1 0 1
0.06175 1 0 1
0.06225 1 0 1
0.06275 1 0 1
0.06325 1 0 1
0.06375 1 0 1
0.06425 1 0 1
0.06475 1 0 1
0.06525 1 0 1
0.06575 1 0 1
0.06625 1 0 1
0.06675 1 0 1
0.06725 1 0 1
0.06775 1 0 1
0.06825 1 0 1
0.06875 1 0 1
0.06925 1 0 1
0.06975 1 0 1
0.07025 1 0 1
0.07075 1 0 1
0.07125 1 0 1
0.07175 1 0 1
0.07225 1 0 1
0.07275 1 0 1
0.07325 1 0 1
0.07375 1 0 1
0.07425 1 0 1
0.07475 1 0 1
0.07525 1 0 1
0.07575 1 0 1
0.07625 1 0 1
0.07675 1 0 1
0.07725 1 0 1
0.07775 1 0 1
0.07825 1 0 1
0.07875 1 0 1
0.07925 1 0 1
0.07975 1 0 1
0.08025 1 0 1
0.08075 1 0 1
0.08125 1 0 1
0.08175 1 0 1
0.08225 1 0 1
0.08275 1 0 1
0.08325 1 0 1
0.08375 1 0 1
0.08425 1 0 1
0.08475 1 0 1
0.08525 1 0 1
0.08575 1 0 1
0.08625 1 0 1
0.08675 1 0 1
0.08725 1 0 1
0.08775 1 0 1
0.08825 1 0 1
0.08875 1 0 1
0.08925 1 0 1
0.08975 1 0 1
0.09025 1 0 1
0.09075 1 0 1
0.09125 1 0 1
0.09175 1 0 1
0.09225 1 0 1
0.09275 1 0 1
0.09325 1 0 1
0.09375 1 0 1
0.09425 1 0 1
0.09475 1 0 1
0.09525 1 0 1
0.09575 1 0 1
0.09625 1 0 1
0.09675 1 0 1
0.09725 1 0 1
