0 1 0 0.01
0.0025 1 0 0.01
0.005 1 0 0.01
0.0075 1 0 0.01
0.01 1 0 0.01
0.0125 1 0 0.01
0.015 1 0 0.01
0.0175 1 0 0.01
0.02 1 0 0.01
0.0225 1 0 0.01
0.025 1 0 0.01
0.0275 1 0 0.01
0.03 1 0 0.01
0.0325 1 0 0.01
0.035 1 0 0.01
0.0375 1 0 0.01
0.04 1 0 0.01
0.0425 1 0 0.01
0.045 1 0 0.01
0.0475 1 0 0.01
0.05 1 0 0.01
0.0525 1 0 0.01
0.055 1 0 0.01
0.0575 1 0 0.01
0.06 1 0 0.01
0.0625 1 0 0.01
0.065 1 0 0.01
0.0675 1 0 0.01
0.07 1 0 0.01
0.0725 1 0 0.01
0.075 1 0 0.01
0.0775 1 0 0.01
0.08 1 0 0.01
0.0825 1 0 0.01
0.085 1 0 0.01
0.0875 1 0 0.01
0.09 1 0 0.01
0.0925 1 0 0.01
0.095 1 0 0.01
0.0975 1 0 0.01
0.1 1 0 0.01
0.1025 1 0 0.01
0.105 1 0 0.01
0.1075 1 0 0.01
0.11 1 0 0.01
0.1125 1 0 0.01
0.115 1 0 0.01
0.1175 1 0 0.01
0.12 1 0 0.01
0.1225 1 0 0.01
0.125 1 0 0.01
0.1275 1 0 0.01
0.13 1 0 0.01
0.1325 1 0 0.01
0.135 1 0 0.01
0.1375 1 0 0.01
0.14 1 0 0.01
0.1425 1 0 0.01
0.145 1 0 0.01
0.1475 1 0 0.01
0.15 1 0 0.01
0.1525 1 0 0.01
0.155 1 0 0.01
0.1575 1 0 0.01
0.16 1 0 0.01
0.1625 1 0 0.01
0.165 1 0 0.01
0.1675 1 0 0.01
0.17 1 0 0.01
0.1725 1 0 0.01
0.175 1 0 0.01
0.1775 1 0 0.01
0.18 1 0 0.01
0.1825 1 0 0.01
0.185 1 0 0.01
0.1875 1 0 0.01
0.19 1 0 0.01
0.1925 1 0 0.01
0.195 1 0 0.01
0.1975 1 0 0.01
0.2 1 0 0.01
0.2025 1 0 0.01
0.205 1 0 0.01
0.2075 1 0 0.01
0.21 1 0 0.01
0.2125 1 0 0.01
0.215 1 0 0.01
0.2175 1 0 0.01
0.22 1 0 0.01
0.2225 1 0 0.01
0.225 1 0 0.01
0.2275 1 0 0.01
0.23 1 0 0.01
0.2325 1 0 0.01
0.235 1 0 0.01
0.2375 1 0 0.01
0.24 1 0 0.01
0.2425 1 0 0.01
0.245 1 0 0.01
0.2475 1 0 0.01
0.25 1 0 0.01
0.2525 1 0 0.01
0.255 1 0 0.01
0.2575 1 0 0.01
0.26 1 0 0.01
0.2625 1 0 0.01
0.265 1 0 0.01
0.2675 1 0 0.01
0.27 1 0 0.01
0.2725 1 0 0.01
0.275 1 0 0.01
0.2775 1 0 0.01
0.28 1 0 0.01
0.2825 1 0 0.01
0.285 1 0 0.01
0.2875 1 0 0.01
0.29 1 0 0.01
0.2925 1 0 0.01
0.295 1 0 0.01
0.2975 1 0 0.01
0.3 1 0 0.01
0.3025 1 0 0.01
0.305 1 0 0.01
0.3075 1 0 0.01
0.31 1 0 0.01
0.3125 1 0 0.01
0.315 1 0 0.01
0.3175 1 0 0.01
0.32 1 0 0.01
0.3225 1 0 0.01
0.325 1 0 0.01
0.3275 1 0 0.01
0.33 1 0 0.01
0.3325 1 0 0.01
0.335 1 0 0.01
0.3375 1 0 0.01
0.34 1 0 0.01
0.3425 1 0 0.01
0.345 1 0 0.01
0.3475 1 0 0.01
0.35 1 0 0.01
0.3525 1 0 0.01
0.355 1 -9.23529e-20 0.01
0.3575 1 -3.69406e-19 0.01
0.36 1 -3.69408e-18 0.01
0.3625 1 -4.00808e-17 0.01
0.365 1 -4.36456e-16 0.01
0.3675 1 -4.70977e-15 0.01
0.37 1 -5.04486e-14 0.01
0.3725 1 -5.36358e-13 0.01
0.375 1 -5.65882e-12 0.01
0.3775 1 -5.92205e-11 0.01
0.38 1 -6.14353e-10 0.01
0.3825 1 -6.31218e-09 0.01
0.385 1 -6.41559e-08 0.01
0.3875 1 -6.43934e-07 0.0100003
0.39 1.00001 -6.36739e-06 0.0100032
0.3925 1.00005 -6.18164e-05 0.0100361
0.395 1.00042 -0.000585751 0.0103998
0.3975 1.00312 -0.00536452 0.0144234
